,conv_ID,probs,lat,long
45,532,"['Community Cohesion', 'Trust', 'Health Care Access', 'Wellness']",40.71455,-74.00714
46,532,"['Built Environment', 'Exercise']",40.71455,-74.00714
47,532,['Built Environment'],40.71455,-74.00714
48,532,"['Exercise', 'Built Environment', 'Accessibility']",40.71455,-74.00714
49,532,[],40.71455,-74.00714
50,532,[],40.71455,-74.00714
51,532,"['Community Cohesion', 'Trust', 'Health Care Access', 'Wellness', 'mental health']",40.71455,-74.00714
52,532,"['Community Cohesion', 'Accessibility', 'Inequity', 'Parents', 'families', 'community members', 'Safety']",40.71455,-74.00714
53,532,"['Trust', 'Economic stability', 'Exercise']",40.71455,-74.00714
54,532,"['religion', 'Wellness', 'mental health', 'Accessibility', 'Health Care Access']",40.71455,-74.00714
55,532,['Community Cohesion'],40.71455,-74.00714
56,532,"['Trust', 'Community Cohesion', 'Parents', 'families', 'community members', 'covid-19']",40.71455,-74.00714
57,532,"['Parents', 'families', 'community members', 'mental health', 'Community Cohesion']",40.71455,-74.00714
58,532,"['Community Cohesion', 'Built Environment', 'Parents', 'families', 'community members', 'Education', 'Youth', 'children', 'Safety']",40.71455,-74.00714
59,532,[],40.71455,-74.00714
60,532,"['Community Cohesion', 'TGNC', 'programs', 'Trust', 'Economic stability', 'covid-19', 'Accessibility', 'community members', 'Exercise', 'Youth', 'age']",40.71455,-74.00714
61,532,"['programs', 'Economic stability', 'Community Cohesion', 'TGNC', 'Trust']",40.71455,-74.00714
62,532,[],40.71455,-74.00714
63,532,"['Community Cohesion', 'programs', 'elected officials', 'Trust', 'covid-19', 'Built Environment', 'Food', 'Economic stability', 'Accessibility']",40.71455,-74.00714
64,532,"['Community Cohesion', 'Wellness', 'covid-19']",40.71455,-74.00714
65,532,"['covid-19', 'Community Cohesion', 'community members']",40.71455,-74.00714
66,532,"['community members', 'Community Cohesion']",40.71455,-74.00714
67,532,[],40.71455,-74.00714
68,532,"['Community Cohesion', 'LGBQ', 'Economic stability']",40.71455,-74.00714
69,532,['programs'],40.71455,-74.00714
70,532,[],40.71455,-74.00714
71,532,"['Community Cohesion', 'community members', 'Health Care Access', 'Economic stability', 'Parents', 'families']",40.71455,-74.00714
72,532,"['Parents', 'families', 'community members']",40.71455,-74.00714
73,532,"['mental health', 'Accessibility']",40.71455,-74.00714
74,532,[],40.71455,-74.00714
75,532,"['Community Cohesion', 'mental health']",40.71455,-74.00714
76,532,"['Community Cohesion', 'TGNC', 'Youth', 'Health Care Access', 'Wellness']",40.71455,-74.00714
77,532,"['Community Cohesion', 'Trust']",40.71455,-74.00714
78,532,[],40.71455,-74.00714
79,532,"['Community Cohesion', 'programs']",40.71455,-74.00714
80,532,['Trust'],40.71455,-74.00714
81,532,[],40.71455,-74.00714
82,532,[],40.71455,-74.00714
83,532,"['Community Cohesion', 'Health Care Access', 'Wellness']",40.71455,-74.00714
84,532,"['community members', 'Health Care Access', 'Wellness', 'mental health']",40.71455,-74.00714
85,532,[],40.71455,-74.00714
86,538,"['Health Care Access', 'Wellness', 'mental health']",40.71455,-74.00714
87,538,"['Community Cohesion', 'community members', 'Policy', 'elected officials']",40.71455,-74.00714
88,538,"['Health Care Access', 'Wellness', 'Community Cohesion', 'Accessibility']",40.71455,-74.00714
89,538,"['Community Cohesion', 'Trust']",40.71455,-74.00714
90,538,[],40.71455,-74.00714
91,538,[],40.71455,-74.00714
92,538,[],40.71455,-74.00714
93,538,['Trust'],40.71455,-74.00714
94,538,['programs'],40.71455,-74.00714
95,538,[],40.71455,-74.00714
96,538,[],40.71455,-74.00714
97,538,"['Health Care Access', 'Wellness', 'Community Cohesion', 'community members']",40.71455,-74.00714
98,538,"['Health Care Access', 'Wellness', 'Trust']",40.71455,-74.00714
99,538,[],40.71455,-74.00714
100,538,[],40.71455,-74.00714
101,538,[],40.71455,-74.00714
102,538,['Community Cohesion'],40.71455,-74.00714
103,538,"['Community Cohesion', 'Trust']",40.71455,-74.00714
104,538,"['Health Care Access', 'Wellness']",40.71455,-74.00714
105,538,"['Health Care Access', 'Wellness']",40.71455,-74.00714
106,538,"['Community Cohesion', 'Wellness', 'Education']",40.71455,-74.00714
107,538,"['Wellness', 'children', 'Community Cohesion', 'community members', 'Education', 'Economic stability']",40.71455,-74.00714
108,538,"['Wellness', 'Community Cohesion']",40.71455,-74.00714
109,538,"['community members', 'Parents', 'families', 'babies', 'Community Cohesion', 'Food', 'Economic stability']",40.71455,-74.00714
110,538,"['Community Cohesion', 'community members', 'Food', 'Parents', 'babies', 'Health Care Access', 'Wellness']",40.71455,-74.00714
111,538,"['Health Care Access', 'Wellness', 'mental health', 'Trust', 'Exercise', 'Food', 'Accessibility']",40.71455,-74.00714
112,538,"['mental health', 'Health Care Access', 'Wellness', 'Community Cohesion', 'Physical symptoms']",40.71455,-74.00714
113,538,"['babies', 'community members', 'Parents', 'families', 'Education', 'Youth', 'children']",40.71455,-74.00714
114,538,"['Health Care Access', 'Wellness', 'mental health']",40.71455,-74.00714
115,538,"['Wellness', 'Health Care Access', 'mental health', 'community members', 'Community Cohesion', 'Accessibility', 'Economic stability']",40.71455,-74.00714
116,538,"['Wellness', 'Education', 'Health Care Access', 'mental health']",40.71455,-74.00714
117,538,[],40.71455,-74.00714
118,538,"['Community Cohesion', 'Health Care Access', 'Wellness', 'community members']",40.71455,-74.00714
119,538,[],40.71455,-74.00714
120,538,"['Community Cohesion', 'Trust', 'Health Care Access', 'Wellness']",40.71455,-74.00714
121,538,"['Community Cohesion', 'community members']",40.71455,-74.00714
122,538,"['Community Cohesion', 'Health Care Access', 'Wellness', 'Built Environment', 'Inclusion', 'Parents', 'families', 'community members', 'Education', 'babies', 'Economic stability', 'children']",40.71455,-74.00714
123,538,"['Economic stability', 'Community Cohesion', 'community members', 'Poverty', 'Parents', 'families', 'Education']",40.71455,-74.00714
124,538,"['mental health', 'Poverty', 'Health Care Access', 'Wellness', 'Community Cohesion']",40.71455,-74.00714
125,538,"['Community Cohesion', 'community members', 'Gap', 'Inclusion', 'Trust']",40.71455,-74.00714
126,538,"['Food', 'Accessibility', 'religion', 'Community Cohesion', 'Education', 'older adults', 'Built Environment']",40.71455,-74.00714
127,538,"['Health Care Access', 'Wellness', 'Built Environment', 'Community Cohesion', 'Economic stability']",40.71455,-74.00714
128,538,"['Community Cohesion', 'community members', 'Built Environment']",40.71455,-74.00714
129,538,"['Built Environment', 'Safety', 'Community Cohesion']",40.71455,-74.00714
130,538,['Food'],40.71455,-74.00714
131,538,"['Community Cohesion', 'programs', 'Inclusion']",40.71455,-74.00714
132,538,"['Community Cohesion', 'community members', 'Built Environment', 'Trust']",40.71455,-74.00714
133,538,"['Community Cohesion', 'community members', 'Built Environment', 'mental health']",40.71455,-74.00714
134,538,"['Community Cohesion', 'Education']",40.71455,-74.00714
135,538,['Safety'],40.71455,-74.00714
136,538,"['Parents', 'families', 'community members', 'covid-19', 'Health Care Access', 'Wellness', 'Food', 'Housing Quality']",40.71455,-74.00714
137,538,['Community Cohesion'],40.71455,-74.00714
138,538,"['covid-19', 'Community Cohesion', 'Food']",40.71455,-74.00714
139,538,"['Community Cohesion', 'community members', 'covid-19']",40.71455,-74.00714
140,538,"['Health Care Access', 'Wellness', 'Inequity', 'covid-19', 'Exercise', 'Accessibility', 'Built Environment', 'Community Cohesion']",40.71455,-74.00714
141,538,"['Community Cohesion', 'Accessibility', 'Built Environment', 'Food']",40.71455,-74.00714
142,538,"['mental health', 'Health Care Access', 'Wellness', 'Accessibility', 'programs']",40.71455,-74.00714
143,538,['Health Care Access'],40.71455,-74.00714
144,538,"['Health Care Access', 'Wellness', 'Community Cohesion', 'Trust']",40.71455,-74.00714
145,538,"['Community Cohesion', 'Exercise']",40.71455,-74.00714
146,538,"['Health Care Access', 'Wellness']",40.71455,-74.00714
147,538,[],40.71455,-74.00714
148,538,"['Community Cohesion', 'Economic stability', 'Accessibility', 'Wellness', 'covid-19']",40.71455,-74.00714
149,538,"['Health Care Access', 'Wellness', 'mental health']",40.71455,-74.00714
150,541,"['Health Care Access', 'Wellness', 'mental health']",40.635670000000005,-74.15243000000001
151,541,"['Community Cohesion', 'community members', 'Policy', 'elected officials']",40.635670000000005,-74.15243000000001
152,541,"['Health Care Access', 'Wellness', 'Community Cohesion', 'mental health', 'Accessibility']",40.635670000000005,-74.15243000000001
153,541,"['Community Cohesion', 'Trust']",40.635670000000005,-74.15243000000001
154,541,[],40.635670000000005,-74.15243000000001
155,541,[],40.635670000000005,-74.15243000000001
156,541,[],40.635670000000005,-74.15243000000001
157,541,[],40.635670000000005,-74.15243000000001
158,541,[],40.635670000000005,-74.15243000000001
159,541,[],40.635670000000005,-74.15243000000001
160,541,[],40.635670000000005,-74.15243000000001
161,541,[],40.635670000000005,-74.15243000000001
162,541,[],40.635670000000005,-74.15243000000001
163,541,[],40.635670000000005,-74.15243000000001
164,541,"['Trust', 'programs']",40.635670000000005,-74.15243000000001
165,541,[],40.635670000000005,-74.15243000000001
166,541,[],40.635670000000005,-74.15243000000001
167,541,[],40.635670000000005,-74.15243000000001
168,541,[],40.635670000000005,-74.15243000000001
169,541,[],40.635670000000005,-74.15243000000001
170,541,[],40.635670000000005,-74.15243000000001
171,541,[],40.635670000000005,-74.15243000000001
172,541,[],40.635670000000005,-74.15243000000001
173,541,[],40.635670000000005,-74.15243000000001
174,541,[],40.635670000000005,-74.15243000000001
175,541,[],40.635670000000005,-74.15243000000001
176,541,[],40.635670000000005,-74.15243000000001
177,541,[],40.635670000000005,-74.15243000000001
178,541,"['Community Cohesion', 'Education', 'Exercise', 'programs', 'Youth']",40.635670000000005,-74.15243000000001
179,541,[],40.635670000000005,-74.15243000000001
180,541,['Built Environment'],40.635670000000005,-74.15243000000001
181,541,"['Built Environment', 'Education']",40.635670000000005,-74.15243000000001
182,541,['Education'],40.635670000000005,-74.15243000000001
183,541,[],40.635670000000005,-74.15243000000001
184,541,[],40.635670000000005,-74.15243000000001
185,541,[],40.635670000000005,-74.15243000000001
186,541,[],40.635670000000005,-74.15243000000001
187,541,['Community Cohesion'],40.635670000000005,-74.15243000000001
188,541,[],40.635670000000005,-74.15243000000001
189,541,"['Education', 'teenagers', 'Community Cohesion', 'Youth']",40.635670000000005,-74.15243000000001
190,541,[],40.635670000000005,-74.15243000000001
191,541,[],40.635670000000005,-74.15243000000001
192,541,"['Education', 'teenagers', 'Trust']",40.635670000000005,-74.15243000000001
193,541,[],40.635670000000005,-74.15243000000001
194,541,"['Health Care Access', 'Wellness', 'Community Cohesion', 'mental health']",40.635670000000005,-74.15243000000001
195,541,"['Health Care Access', 'Wellness', 'Community Cohesion', 'mental health']",40.635670000000005,-74.15243000000001
196,541,[],40.635670000000005,-74.15243000000001
197,541,"['Health Care Access', 'Wellness']",40.635670000000005,-74.15243000000001
198,541,"['Health Care Access', 'Wellness']",40.635670000000005,-74.15243000000001
199,541,['covid-19'],40.635670000000005,-74.15243000000001
200,541,[],40.635670000000005,-74.15243000000001
201,541,[],40.635670000000005,-74.15243000000001
202,541,[],40.635670000000005,-74.15243000000001
203,541,"['Trust', 'Health Care Access', 'Wellness']",40.635670000000005,-74.15243000000001
204,541,[],40.635670000000005,-74.15243000000001
205,541,[],40.635670000000005,-74.15243000000001
206,541,"['community members', 'violence']",40.635670000000005,-74.15243000000001
207,541,[],40.635670000000005,-74.15243000000001
208,541,[],40.635670000000005,-74.15243000000001
209,541,['community members'],40.635670000000005,-74.15243000000001
210,541,[],40.635670000000005,-74.15243000000001
211,541,['community members'],40.635670000000005,-74.15243000000001
212,541,[],40.635670000000005,-74.15243000000001
213,541,[],40.635670000000005,-74.15243000000001
214,541,[],40.635670000000005,-74.15243000000001
215,541,[],40.635670000000005,-74.15243000000001
216,541,[],40.635670000000005,-74.15243000000001
217,541,[],40.635670000000005,-74.15243000000001
218,541,"['babies', 'Parents', 'families', 'community members', 'Health Care Access', 'Wellness', 'Community Cohesion', 'mental health']",40.635670000000005,-74.15243000000001
219,541,[],40.635670000000005,-74.15243000000001
220,541,[],40.635670000000005,-74.15243000000001
221,541,[],40.635670000000005,-74.15243000000001
222,541,['Economic stability'],40.635670000000005,-74.15243000000001
223,541,[],40.635670000000005,-74.15243000000001
224,541,"['Trust', 'Exercise']",40.635670000000005,-74.15243000000001
225,541,[],40.635670000000005,-74.15243000000001
226,541,"['Health Care Access', 'Wellness', 'Community Cohesion', 'mental health', 'community members']",40.635670000000005,-74.15243000000001
227,541,['programs'],40.635670000000005,-74.15243000000001
228,541,"['Community Cohesion', 'Trust', 'Health Care Access', 'Wellness', 'mental health']",40.635670000000005,-74.15243000000001
229,541,[],40.635670000000005,-74.15243000000001
230,541,"['Community Cohesion', 'Trust', 'Health Care Access', 'Wellness', 'mental health']",40.635670000000005,-74.15243000000001
231,541,"['Safety', 'Economic stability', 'Community Cohesion', 'community members']",40.635670000000005,-74.15243000000001
232,541,"['covid-19', 'Community Cohesion']",40.635670000000005,-74.15243000000001
233,541,[],40.635670000000005,-74.15243000000001
234,541,"['Community Cohesion', 'covid-19']",40.635670000000005,-74.15243000000001
235,541,[],40.635670000000005,-74.15243000000001
236,541,"['Community Cohesion', 'Youth']",40.635670000000005,-74.15243000000001
237,541,[],40.635670000000005,-74.15243000000001
238,541,"['Community Cohesion', 'Wellness', 'mental health', 'religion', 'children', 'families', 'Food']",40.635670000000005,-74.15243000000001
239,541,[],40.635670000000005,-74.15243000000001
240,541,"['religion', 'Community Cohesion', 'Wellness', 'mental health', 'children', 'families', 'Built Environment', 'Food']",40.635670000000005,-74.15243000000001
241,541,[],40.635670000000005,-74.15243000000001
242,541,[],40.635670000000005,-74.15243000000001
243,541,"['Community Cohesion', 'Food', 'Education']",40.635670000000005,-74.15243000000001
244,541,"['Community Cohesion', 'community members']",40.635670000000005,-74.15243000000001
245,541,[],40.635670000000005,-74.15243000000001
246,541,[],40.635670000000005,-74.15243000000001
247,541,[],40.635670000000005,-74.15243000000001
248,541,['Food'],40.635670000000005,-74.15243000000001
249,541,[],40.635670000000005,-74.15243000000001
250,541,[],40.635670000000005,-74.15243000000001
251,541,[],40.635670000000005,-74.15243000000001
252,541,"['Education', 'Food', 'Housing Quality', 'Health Care Access', 'Wellness', 'Economic stability', 'Exercise', 'religion']",40.635670000000005,-74.15243000000001
253,541,['Food'],40.635670000000005,-74.15243000000001
254,541,"['Housing Quality', 'Built Environment', 'covid-19']",40.635670000000005,-74.15243000000001
255,541,"['Community Cohesion', 'Built Environment']",40.635670000000005,-74.15243000000001
256,541,[],40.635670000000005,-74.15243000000001
257,541,"['Food', 'programs', 'Economic stability']",40.635670000000005,-74.15243000000001
258,541,[],40.635670000000005,-74.15243000000001
259,541,"['Community Cohesion', 'Wellness', 'mental health', 'covid-19']",40.635670000000005,-74.15243000000001
260,541,[],40.635670000000005,-74.15243000000001
261,541,[],40.635670000000005,-74.15243000000001
262,541,[],40.635670000000005,-74.15243000000001
263,541,"['Community Cohesion', 'Wellness', 'mental health', 'covid-19']",40.635670000000005,-74.15243000000001
264,541,[],40.635670000000005,-74.15243000000001
265,541,[],40.635670000000005,-74.15243000000001
266,541,[],40.635670000000005,-74.15243000000001
267,541,[],40.635670000000005,-74.15243000000001
268,541,"['Community Cohesion', 'community members']",40.635670000000005,-74.15243000000001
269,541,['Community Cohesion'],40.635670000000005,-74.15243000000001
270,541,[],40.635670000000005,-74.15243000000001
271,541,[],40.635670000000005,-74.15243000000001
272,541,"['Community Cohesion', 'community members', 'Built Environment', 'Economic stability', 'Accessibility']",40.635670000000005,-74.15243000000001
273,541,"['Food', 'Economic stability', 'Accessibility', 'Community Cohesion', 'Wellness', 'mental health']",40.635670000000005,-74.15243000000001
274,541,[],40.635670000000005,-74.15243000000001
275,541,[],40.635670000000005,-74.15243000000001
276,541,[],40.635670000000005,-74.15243000000001
277,541,[],40.635670000000005,-74.15243000000001
278,541,"['Community Cohesion', 'covid-19', 'Health Care Access', 'Wellness', 'mental health']",40.635670000000005,-74.15243000000001
279,541,[],40.635670000000005,-74.15243000000001
280,541,['Community Cohesion'],40.635670000000005,-74.15243000000001
281,541,[],40.635670000000005,-74.15243000000001
282,541,"['Community Cohesion', 'Economic stability']",40.635670000000005,-74.15243000000001
283,541,[],40.635670000000005,-74.15243000000001
284,541,[],40.635670000000005,-74.15243000000001
285,541,[],40.635670000000005,-74.15243000000001
286,541,[],40.635670000000005,-74.15243000000001
287,541,['Food'],40.635670000000005,-74.15243000000001
288,541,[],40.635670000000005,-74.15243000000001
289,541,[],40.635670000000005,-74.15243000000001
290,541,[],40.635670000000005,-74.15243000000001
291,541,[],40.635670000000005,-74.15243000000001
292,541,[],40.635670000000005,-74.15243000000001
293,541,[],40.635670000000005,-74.15243000000001
294,541,"['covid-19', 'community members']",40.635670000000005,-74.15243000000001
295,541,['Community Cohesion'],40.635670000000005,-74.15243000000001
296,541,[],40.635670000000005,-74.15243000000001
297,541,[],40.635670000000005,-74.15243000000001
298,541,[],40.635670000000005,-74.15243000000001
299,541,"['Health Care Access', 'Wellness']",40.635670000000005,-74.15243000000001
300,541,[],40.635670000000005,-74.15243000000001
301,541,['covid-19'],40.635670000000005,-74.15243000000001
302,541,[],40.635670000000005,-74.15243000000001
303,541,[],40.635670000000005,-74.15243000000001
304,541,[],40.635670000000005,-74.15243000000001
305,541,[],40.635670000000005,-74.15243000000001
306,541,[],40.635670000000005,-74.15243000000001
307,541,[],40.635670000000005,-74.15243000000001
308,541,[],40.635670000000005,-74.15243000000001
309,541,[],40.635670000000005,-74.15243000000001
310,541,[],40.635670000000005,-74.15243000000001
311,541,"['Health Care Access', 'Accessibility', 'Youth', 'children', 'families', 'Community Cohesion', 'Education', 'teenagers', 'age']",40.635670000000005,-74.15243000000001
312,541,[],40.635670000000005,-74.15243000000001
313,541,[],40.635670000000005,-74.15243000000001
314,541,[],40.635670000000005,-74.15243000000001
315,541,['Safety'],40.635670000000005,-74.15243000000001
316,541,[],40.635670000000005,-74.15243000000001
317,541,['Safety'],40.635670000000005,-74.15243000000001
318,541,[],40.635670000000005,-74.15243000000001
319,541,[],40.635670000000005,-74.15243000000001
320,541,[],40.635670000000005,-74.15243000000001
321,541,['Community Cohesion'],40.635670000000005,-74.15243000000001
322,541,[],40.635670000000005,-74.15243000000001
323,541,[],40.635670000000005,-74.15243000000001
324,541,[],40.635670000000005,-74.15243000000001
325,541,"['community members', 'covid-19', 'Accessibility', 'Youth', 'children', 'families', 'Health Care Access', 'Education']",40.635670000000005,-74.15243000000001
326,541,[],40.635670000000005,-74.15243000000001
327,541,[],40.635670000000005,-74.15243000000001
328,541,[],40.635670000000005,-74.15243000000001
329,541,['Education'],40.635670000000005,-74.15243000000001
330,541,['covid-19'],40.635670000000005,-74.15243000000001
331,541,[],40.635670000000005,-74.15243000000001
332,541,[],40.635670000000005,-74.15243000000001
333,541,[],40.635670000000005,-74.15243000000001
334,541,[],40.635670000000005,-74.15243000000001
335,541,['Community Cohesion'],40.635670000000005,-74.15243000000001
336,541,[],40.635670000000005,-74.15243000000001
337,541,[],40.635670000000005,-74.15243000000001
338,541,"['Community Cohesion', 'Economic stability', 'Accessibility']",40.635670000000005,-74.15243000000001
339,541,[],40.635670000000005,-74.15243000000001
340,541,[],40.635670000000005,-74.15243000000001
341,541,['Community Cohesion'],40.635670000000005,-74.15243000000001
342,541,[],40.635670000000005,-74.15243000000001
343,541,[],40.635670000000005,-74.15243000000001
344,541,['Community Cohesion'],40.635670000000005,-74.15243000000001
345,541,[],40.635670000000005,-74.15243000000001
346,541,[],40.635670000000005,-74.15243000000001
347,541,[],40.635670000000005,-74.15243000000001
348,541,[],40.635670000000005,-74.15243000000001
349,541,[],40.635670000000005,-74.15243000000001
350,541,[],40.635670000000005,-74.15243000000001
351,541,[],40.635670000000005,-74.15243000000001
352,541,[],40.635670000000005,-74.15243000000001
353,541,[],40.635670000000005,-74.15243000000001
354,541,[],40.635670000000005,-74.15243000000001
355,541,[],40.635670000000005,-74.15243000000001
356,541,"['Health Care Access', 'Wellness', 'community members']",40.635670000000005,-74.15243000000001
357,541,[],40.635670000000005,-74.15243000000001
358,541,['Accessibility'],40.635670000000005,-74.15243000000001
359,541,[],40.635670000000005,-74.15243000000001
360,541,[],40.635670000000005,-74.15243000000001
361,541,[],40.635670000000005,-74.15243000000001
362,541,['Inequity'],40.635670000000005,-74.15243000000001
363,541,[],40.635670000000005,-74.15243000000001
364,542,[],40.704877,-73.797321
365,542,[],40.704877,-73.797321
366,542,[],40.704877,-73.797321
367,542,[],40.704877,-73.797321
368,542,[],40.704877,-73.797321
369,542,[],40.704877,-73.797321
370,542,[],40.704877,-73.797321
371,542,[],40.704877,-73.797321
372,542,[],40.704877,-73.797321
373,542,[],40.704877,-73.797321
374,542,[],40.704877,-73.797321
375,542,[],40.704877,-73.797321
376,542,['Health Care Access'],40.704877,-73.797321
377,542,[],40.704877,-73.797321
378,542,[],40.704877,-73.797321
379,542,[],40.704877,-73.797321
380,542,[],40.704877,-73.797321
381,542,[],40.704877,-73.797321
382,542,"['Health Care Access', 'Latinx']",40.704877,-73.797321
383,542,[],40.704877,-73.797321
384,542,[],40.704877,-73.797321
385,542,"['Health Care Access', 'Community Cohesion', 'covid-19', 'Built Environment']",40.704877,-73.797321
386,542,"['Community Cohesion', 'covid-19']",40.704877,-73.797321
387,542,[],40.704877,-73.797321
388,542,"['covid-19', 'Community Cohesion', 'religion']",40.704877,-73.797321
389,542,[],40.704877,-73.797321
390,542,[],40.704877,-73.797321
391,542,[],40.704877,-73.797321
392,542,[],40.704877,-73.797321
393,542,[],40.704877,-73.797321
394,542,['Community Cohesion'],40.704877,-73.797321
395,542,[],40.704877,-73.797321
396,542,[],40.704877,-73.797321
397,542,[],40.704877,-73.797321
398,542,"['Community Cohesion', 'covid-19']",40.704877,-73.797321
399,542,['mental health'],40.704877,-73.797321
400,542,[],40.704877,-73.797321
401,542,"['mental health', 'Health Care Access']",40.704877,-73.797321
402,542,[],40.704877,-73.797321
403,542,[],40.704877,-73.797321
404,542,[],40.704877,-73.797321
405,542,[],40.704877,-73.797321
406,542,[],40.704877,-73.797321
407,542,[],40.704877,-73.797321
408,542,[],40.704877,-73.797321
409,542,[],40.704877,-73.797321
410,542,[],40.704877,-73.797321
411,542,[],40.704877,-73.797321
412,542,['mental health'],40.704877,-73.797321
413,542,[],40.704877,-73.797321
414,542,[],40.704877,-73.797321
415,542,[],40.704877,-73.797321
416,542,[],40.704877,-73.797321
417,542,[],40.704877,-73.797321
418,542,[],40.704877,-73.797321
419,542,[],40.704877,-73.797321
420,542,"['Parents', 'families']",40.704877,-73.797321
421,542,['Latinx'],40.704877,-73.797321
422,542,"['Health Care Access', 'Community Cohesion', 'covid-19']",40.704877,-73.797321
423,542,"['Parents', 'families', 'Health Care Access']",40.704877,-73.797321
424,542,[],40.704877,-73.797321
425,542,[],40.704877,-73.797321
426,542,"['Community Cohesion', 'Inclusion', 'covid-19', 'Parents', 'families']",40.704877,-73.797321
427,542,"['Parents', 'families']",40.704877,-73.797321
428,542,"['Parents', 'families']",40.704877,-73.797321
429,542,"['Community Cohesion', 'Food', 'mental health', 'Justice', 'Policy', 'Health Care Access', 'Parents', 'families']",40.704877,-73.797321
430,542,[],40.704877,-73.797321
431,542,"['covid-19', 'Latinx']",40.704877,-73.797321
432,542,[],40.704877,-73.797321
433,542,"['Community Cohesion', 'Health Care Access']",40.704877,-73.797321
434,542,[],40.704877,-73.797321
435,542,"['Parents', 'families']",40.704877,-73.797321
436,542,[],40.704877,-73.797321
437,542,"['mental health', 'Community Cohesion', 'Parents', 'families']",40.704877,-73.797321
438,542,"['covid-19', 'mental health']",40.704877,-73.797321
439,542,"['covid-19', 'Health Care Access']",40.704877,-73.797321
440,542,[],40.704877,-73.797321
441,542,"['covid-19', 'Parents', 'families', 'Health Care Access']",40.704877,-73.797321
442,542,[],40.704877,-73.797321
443,542,[],40.704877,-73.797321
444,542,[],40.704877,-73.797321
445,542,"['Parents', 'families']",40.704877,-73.797321
446,542,[],40.704877,-73.797321
447,542,"['Food', 'Community Cohesion', 'Housing Quality']",40.704877,-73.797321
448,542,['covid-19'],40.704877,-73.797321
449,542,[],40.704877,-73.797321
450,542,['Food'],40.704877,-73.797321
451,542,[],40.704877,-73.797321
452,542,[],40.704877,-73.797321
453,542,['Health Care Access'],40.704877,-73.797321
454,542,[],40.704877,-73.797321
455,542,[],40.704877,-73.797321
456,542,[],40.704877,-73.797321
457,542,[],40.704877,-73.797321
458,542,[],40.704877,-73.797321
459,542,[],40.704877,-73.797321
460,542,[],40.704877,-73.797321
461,542,[],40.704877,-73.797321
462,542,[],40.704877,-73.797321
463,542,[],40.704877,-73.797321
464,542,[],40.704877,-73.797321
465,542,[],40.704877,-73.797321
466,542,[],40.704877,-73.797321
467,542,[],40.704877,-73.797321
468,542,[],40.704877,-73.797321
469,542,[],40.704877,-73.797321
470,542,[],40.704877,-73.797321
471,542,[],40.704877,-73.797321
